Date,Time,GNSS,SVID,WN,TOW,NavMessage
01/03/2019,00:01,0,1,1018,432063,041401000000007080000000000000800040D80380262AAAAA78024BC7C0
01/03/2019,00:01,0,1,1018,432065,06000000000000001278FAF8424D00AF828BA40800FB2AAAAA7E55D0C7C0
01/03/2019,00:01,0,1,1018,432067,070AD058000000000000565B000300924577420015E82AAAAA58AAFE07C0
01/03/2019,00:01,0,1,1018,432069,080000000002E0000000000002B2C09800225DB867F0EAAAAA45DA0147C0
01/03/2019,00:01,0,1,1018,432071,0095555555555555555555554FE980A5F1DAA00FD5C5AAAAAA55B5AC4A40
01/03/2019,00:01,0,1,1018,432073,0095555555555555555555554FE980A5F27402766614EAAAAA5DE5D90A40
01/03/2019,00:01,0,1,1018,432075,0095555555555555555555554FE980A5F2CEC13829E82AAAAA63E2B44A40
01/03/2019,00:01,0,1,1018,432077,0095555555555555555555554FE980A5F34D840043C36AAAAA67D3A78A40
01/03/2019,00:01,0,1,1018,432079,0095555555555555555555554FE980A5F3E5002B344C2AAAAA495A4A8A40
01/03/2019,00:01,0,1,1018,432081,01141C207BCF242700000000AA0480B4A4BA41F585002AAAAA57BB360A40
01/03/2019,00:01,0,1,1018,432083,0314000000000000000000000000008006653CA17F9EEAAAAA6DE5118A40
01/03/2019,00:01,0,1,1018,432085,05320000000000000007F4D2FAAA80AAAA81D59447536AAAAA7CE624CA40
01/03/2019,00:01,0,1,1018,432087,0095555555555555555555554FE980A5F5D9652B4C046AAAAA5F592C4A40
01/03/2019,00:01,0,1,1018,432089,0095555555555555555555554FE980A5F660C49E2950EAAAAA5B95198A40
01/03/2019,00:01,0,1,1018,432091,02140082D65809F49F4A0000000000800060B0DEE141EAAAAA5CCDBB8A40
01/03/2019,00:01,0,1,1018,432093,04140100000000708000000000000080004125438021EAAAAA446C038A40
01/03/2019,00:01,0,1,1018,432095,06000000000000001278FAF8424D00AFBE85980801042AAAAA6126994A40
01/03/2019,00:01,0,1,1018,432097,090AD0512400000000300000000000800027C2001851EAAAAA67CF9C4A40
01/03/2019,00:01,0,1,1018,432099,0A0ACB6000E2480000000000000000878EB4DDD3470CAAAAAA65FF5D8A40
01/03/2019,00:01,0,1,1018,432101,0C02040810204081020408000000008000BD2F35E3F52AAAAA7C69AACA40
01/03/2019,00:01,0,1,1018,432103,0E00000000000000000000000000008000065ABB5260AAAAAA702EB1CA40
01/03/2019,00:01,0,1,1018,432105,0BE202040810204081020408102040808160F774853C2AAAAA6E5DFB0A40
01/03/2019,00:01,0,1,1018,432107,0D0000063FA697DA0000000000000080002784013A436AAAAA4CBEE90A40
01/03/2019,00:01,0,1,1018,432109,0F000000000000000000000000068097ED5C00199C4C2AAAAA461AC7CA40
01/03/2019,00:01,0,1,1018,432111,01141C207BCF242700000000AA0480B4A496803105002AAAAA69B1938A40
01/03/2019,00:01,0,1,1018,432113,03140000000000000000000000000080067D7F52A63BEAAAAA615656CA40
01/03/2019,00:01,0,1,1018,432115,05320000000000000007F4D2FE6A80AAAABD30FD1806EAAAAA5D41944A40
01/03/2019,00:01,0,1,1018,432117,0095555555555555555555554FE980A5FD69C4DFFE9AEAAAAA4CF36D0A40
01/03/2019,00:01,0,1,1018,432119,0095555555555555555555554FE980A5FDE9F70B8C4E6AAAAA5CEACC8A40
01/03/2019,00:02,0,1,1018,432121,02140082D65809F49F4A0000000000800060B0C5F0C02AAAAA48370C4A40
01/03/2019,00:02,0,1,1018,432123,0414010000000070800000000000008000415F8380166AAAAA53923C8A40
01/03/2019,00:02,0,1,1018,432125,06000000000000001278FAF8424D00AFFA955408022AEAAAAA6CD2DF4A40
01/03/2019,00:02,0,1,1018,432127,070AD0640000000000000105800880BCF57F82003A26AAAAAA6944FCCA40
01/03/2019,00:02,0,1,1018,432129,080000000003400000000000000800AC00134438E451AAAAAA67BF35CA40
01/03/2019,00:02,0,1,1018,432131,0C020408102040810204080000000080008985F0DDD76AAAAA7E1BC30A40
01/03/2019,00:02,0,1,1018,432133,0E0000000000000000000000000000800012DD184DA9AAAAAA7F8CFCCA40
01/03/2019,00:02,0,1,1018,432135,0B000204081020408102040810204080817239254D402AAAAA7F8A9E0A40
01/03/2019,00:02,0,1,1018,432137,0D0000043FA697F80000000000000080001C4403FBC36AAAAA62FB51CA40
01/03/2019,00:02,0,1,1018,432139,0F0000000000000000000000000680980B58C00BD84C2AAAAA6D2F290A40
01/03/2019,00:02,0,1,1018,432141,01141C207BCF242700000000AA0480B4A494011D05002AAAAA6A13C60A40
01/03/2019,00:02,0,1,1018,432143,031400000000000000000000000000800671A035E903AAAAAA7CC34B8A40
01/03/2019,00:02,0,1,1018,432145,05320000000000000007F4D3022A80AAAA848BBB792B6AAAAA4CECB2CA40
01/03/2019,00:02,0,1,1018,432147,0095555555555555555555554FE980A604F4A7FFD49D2AAAAA6FB68B8A40
01/03/2019,00:02,0,1,1018,432149,0095555555555555555555554FE980A60570BC2F55A5AAAAAA7E8FA68A40
01/03/2019,00:02,0,1,1018,432151,02140082D65809F49F4A00000000008000609EC3B9C3AAAAAA501C4B8A40
01/03/2019,00:02,0,1,1018,432153,04140100000000708000000000000080004185438015EAAAAA7CB10C8A40
01/03/2019,00:02,0,1,1018,432155,06000000000000001278FAF8424D00B03699B808030B6AAAAA4E093C0A40
01/03/2019,00:02,0,1,1018,432157,090AD00BCF0000000036000000000080003D420035D46AAAAA79E9D38A40
01/03/2019,00:02,0,1,1018,432159,0A05761001ACF40000000000000000878EA68A5570C3AAAAAA619E974A40
01/03/2019,00:02,0,1,1018,432161,0C0204081020408102040800000000800086B6EFC56BEAAAAA7E57B8CA40
01/03/2019,00:02,0,1,1018,432163,0E0000000000000000000000000000800004A669895A2AAAAA59AA964A40
01/03/2019,00:02,0,1,1018,432165,0B1E0204081020408102040810204080815E16EAE1582AAAAA7C83008A40
01/03/2019,00:02,0,1,1018,432167,0D0000033FA698160000000000000080001F0402E7836AAAAA42E4210A40
01/03/2019,00:02,0,1,1018,432169,0F00000000000000000000000006809829508005F84C2AAAAA5C404F4A40
01/03/2019,00:02,0,1,1018,432171,01141C207BCF242700000000AA0480B4A4B4421485002AAAAA7954F60A40
01/03/2019,00:02,0,1,1018,432173,031400000000000000000000000000800679298E63B66AAAAA59E8360A40
01/03/2019,00:02,0,1,1018,432175,05320000000000000007F4D305EA80AAAA9DA0C0F84F6AAAAA7A409D0A40
01/03/2019,00:02,0,1,1018,432177,0095555555555555555555554FE980A60C618D3A7B45AAAAAA7FBC0BCA40
01/03/2019,00:02,0,1,1018,432179,0095555555555555555555554FE980A60CC2238AB568AAAAAA5478FF4A40
01/03/2019,00:03,0,1,1018,432181,02140082D65809F49F4A000000000080006099DE21016AAAAA49D3230A40
01/03/2019,00:03,0,1,1018,432183,041401000000007080000000000000800041E08380236AAAAA7160564A40
01/03/2019,00:03,0,1,1018,432185,06000000000000001278FAF8424D00B0729E100803E32AAAAA4BE867CA40
01/03/2019,00:03,0,1,1018,432187,070AD001555555555555555555554095557DC20016656AAAAA5F8EE68A40
01/03/2019,00:03,0,1,1018,432189,0805555555500AAAAAAAAAAAAAAA80AAAAB07DB052C0AAAAAA52114B0A40
01/03/2019,00:03,0,1,1018,432191,0C02040810204081020408000000008000A27DC2D606AAAAAA6D2D0E4A40
01/03/2019,00:03,0,1,1018,432193,0E0000000000000000000000000000800037255C6F916AAAAA4A2FBE4A40
01/03/2019,00:03,0,1,1018,432195,0B3C02040810204081020408102040808143BD4EC6E42AAAAA798C24CA40
01/03/2019,00:03,0,1,1018,432197,0D0000023FA6983400000000000000800031C40287036AAAAA44BF16CA40
01/03/2019,00:03,0,1,1018,432199,0F000000000000000000000000068098477C8026E84C2AAAAA748E460A40
01/03/2019,00:03,0,1,1018,432201,01141C207BCF242700000000AA0480B4A4BAC29B45002AAAAA5B0FA88A40
01/03/2019,00:03,0,1,1018,432203,03140000000000000000000000000080065F5640B07E6AAAAA4694068A40
01/03/2019,00:03,0,1,1018,432205,05320000000000000007F4D309AA80AAAA9AD0D7826A6AAAAA5C3B13CA40
01/03/2019,00:03,0,1,1018,432207,0095555555555555555555554FE980A613DB267114246AAAAA4C50DF4A40
01/03/2019,00:03,0,1,1018,432209,0095555555555555555555554FE980A61464D5CE7E416AAAAA6EC1CB4A40
01/03/2019,00:03,0,1,1018,432211,02140082D65809F49F4A00000000008000608B54A6C26AAAAA56B8868A40
01/03/2019,00:03,0,1,1018,432213,04140100000000708000000000000080004002C3801EEAAAAA418DB5CA40
01/03/2019,00:03,0,1,1018,432215,06000000000000001278FAF8424D00B0AE883C0801786AAAAA44E9DBCA40
01/03/2019,00:03,0,1,1018,432217,090AD055555555555500AAAAAAAA80AAAA880200111FAAAAAA6C29CB0A40
01/03/2019,00:03,0,1,1018,432219,0A0555555555555555555400000000878E906D871532AAAAAA7030E24A40
01/03/2019,00:03,0,1,1018,432221,0C02040810204081020408000000008000821DACAD14EAAAAA6A9D534A40
01/03/2019,00:03,0,1,1018,432223,0E0000000000000000000000000000800000E8FCD6FA2AAAAA4FB8700A40
01/03/2019,00:03,0,1,1018,432225,0B5A0204081020408102040810204080817EB92F57F02AAAAA61C7AE8A40
01/03/2019,00:03,0,1,1018,432227,0D0000003FA698520000000000000080001804023CC36AAAAA724D550A40
01/03/2019,00:03,0,1,1018,432229,0F000000000000000000000000068098657EC00D4C4C2AAAAA479D37CA40
01/03/2019,00:03,0,1,1018,432231,01141C207BCF242700000000AA0480B4A4B2808745002AAAAA6DF988CA40
01/03/2019,00:03,0,1,1018,432233,03140000000000000000000000000080064D24787E35AAAAAA72E353CA40
01/03/2019,00:03,0,1,1018,432235,05320000000000000007F4D30D6A80AAAA95811104466AAAAA59415C0A40
01/03/2019,00:03,0,1,1018,432237,0095555555555555555555554FE980A61B660954A9C62AAAAA53AB918A40
01/03/2019,00:03,0,1,1018,432239,0095555555555555555555554FE980A61BDD43C8F9412AAAAA7CE92B0A40
01/03/2019,00:04,0,1,1018,432241,02140082D65809F49F4A0000000000800060A2408E43EAAAAA60B55E0A40
01/03/2019,00:04,0,1,1018,432243,04140100000000708000000000000080004041038026AAAAAA6FE6570A40
01/03/2019,00:04,0,1,1018,432245,06000000000000001278FAF8424D00B0EA99940802ECAAAAAA6131B3CA40
01/03/2019,00:04,0,1,1018,432247,070AD001555555555555555555554095554E02001C036AAAAA49D5434A40
01/03/2019,00:04,0,1,1018,432249,0805555555500AAAAAAAAAAAAAAA80AAAAACCEDAD33CAAAAAA4BC3F94A40
01/03/2019,00:04,0,1,1018,432251,0C020408102040810204080000000080008B2E9AAB32EAAAAA5D175ACA40
01/03/2019,00:04,0,1,1018,432253,0E000000000000000000000000000080000C92FAEC482AAAAA75F3C0CA40
01/03/2019,00:04,0,1,1018,432255,0B78020408102040810204081020408081716BD0AF782AAAAA643A18CA40
01/03/2019,00:04,0,1,1018,432257,0D0000053FA69870000000000000008000128401B8836AAAAA45736F0A40
01/03/2019,00:04,0,1,1018,432259,0F000000000000000000000000068098835F401E504C2AAAAA74B32E8A40
01/03/2019,00:04,0,1,1018,432261,01141C207BCF242700000000AA0480B4A4AA40F645002AAAAA4F9C72CA40
01/03/2019,00:04,0,1,1018,432263,031400000000000000000000000000800648BFF5F0AF6AAAAA5B94ACCA40
01/03/2019,00:04,0,1,1018,432265,05320000000000000007F4D3112A80AAAAB0377BA793EAAAAA7839C00A40
01/03/2019,00:04,0,1,1018,432267,0095555555555555555555554FE980A622CCF093914CEAAAAA5BC5510A40
01/03/2019,00:04,0,1,1018,432269,0095555555555555555555554FE980A6235B3479A546EAAAAA5B8818CA40
01/03/2019,00:04,0,1,1018,432271,02140082D65809F49F4A000000000080006082610D012AAAAA6620F04A40
01/03/2019,00:04,0,1,1018,432273,041401000000007080000000000000800040B44380326AAAAA68E1480A40
01/03/2019,00:04,0,1,1018,432275,06000000000000001278FAF8424D00B126A6C008000D2AAAAA4167928A40
01/03/2019,00:04,0,1,1018,432277,090AD055555555555500AAAAAAAA80AAAA87020034D76AAAAA46D0660A40
01/03/2019,00:04,0,1,1018,432279,0A0555555555555555555400000000878E87EC410BDEAAAAAA74BD2CCA40
01/03/2019,00:04,0,1,1018,432281,0C02040810204081020408000000008000823DFFE66EEAAAAA5F6CFC0A40
01/03/2019,00:04,0,1,1018,432283,0E000000000000000000000000000080002F2AD736976AAAAA60795CCA40
01/03/2019,00:04,0,1,1018,432285,0B96020408102040810204081020408081625BFBCAF02AAAAA7858F34A40
01/03/2019,00:04,0,1,1018,432287,0D0000013FA6988E00000000000000800011C40009836AAAAA41B72F8A40
01/03/2019,00:04,0,1,1018,432289,0F000000000000000000000000068098A141C017284C2AAAAA6BBA2B4A40
01/03/2019,00:04,0,1,1018,432291,01141C207BCF242700000000AA0480B4A49E027F05002AAAAA780B8E4A40
01/03/2019,00:04,0,1,1018,432293,031400000000000000000000000000800664842731FE2AAAAA570AB10A40
01/03/2019,00:04,0,1,1018,432295,05320000000000000007F4D314EA80AAAAA356140A28EAAAAA4935684A40
01/03/2019,00:04,0,1,1018,432297,0095555555555555555555554FE980A62A58ECC8175C6AAAAA70FDBFCA40
01/03/2019,00:04,0,1,1018,432299,0095555555555555555555554FE980A62AD88835382A2AAAAA64BB628A40
01/03/2019,00:05,0,1,1018,432301,02140082D65809F49F4A00000000008000609CE64601EAAAAA6FCFAC0A40
01/03/2019,00:05,0,1,1018,432303,041401000000007080000000000000800040CEC38034EAAAAA51527F4A40
01/03/2019,00:05,0,1,1018,432305,06000000000000001278FAF8424D00B1628BAC08022EAAAAAA7F5DD58A40
01/03/2019,00:05,0,1,1018,432307,070AD0015555555555555555555540955577420021E02AAAAA6BD8414A40
01/03/2019,00:05,0,1,1018,432309,0805555555500AAAAAAAAAAAAAAA80AAAAA25EA405F62AAAAA50B2180A40
01/03/2019,00:05,0,1,1018,432311,0C020408102040810204080000000080009A8E6B987AAAAAAA4FDA4FCA40
01/03/2019,00:05,0,1,1018,432313,0E000000000000000000000000000080003402A2A553EAAAAA76D7038A40
01/03/2019,00:05,0,1,1018,432315,0BB40204081020408102040810204080814ED63488502AAAAA478B15CA40
01/03/2019,00:05,0,1,1018,432317,0D0000043FA698AC0000000000000080000D84031B436AAAAA4BC8450A40
01/03/2019,00:05,0,1,1018,432319,0F000000000000000000000000068098BF650030984C2AAAAA7264274A40
01/03/2019,00:05,0,1,1018,432321,01141C207BCF242700000000AA0480B4A4BA41E945002AAAAA6B52E58A40
01/03/2019,00:05,0,1,1018,432323,031400000000000000000000000000800665345B088EAAAAAA49E8ED4A40
01/03/2019,00:05,0,1,1018,432325,05320000000000000007F4D318AA80AAAA81E5BDC7556AAAAA5F28BD8A40
01/03/2019,00:05,0,1,1018,432327,0095555555555555555555554FE980A631D9604283C6AAAAAA7FAAAA4A40
01/03/2019,00:05,0,1,1018,432329,0095555555555555555555554FE980A63260FA2D6E376AAAAA41C2100A40
01/03/2019,00:05,0,1,1018,432331,02140082D65809F49F4A00000000008000608FFAB6806AAAAA5485380A40
01/03/2019,00:05,0,1,1018,432333,04140100000000708000000000000080004127438020AAAAAA695723CA40
01/03/2019,00:05,0,1,1018,432335,06000000000000001278FAF8424D00B19E85B00801672AAAAA7344C58A40
01/03/2019,00:05,0,1,1018,432337,090AD055555555555500AAAAAAAA80AAAAA7C200041FEAAAAA74EDA70A40
01/03/2019,00:05,0,1,1018,432339,0A0555555555555555555400000000878EB4E73E1D422AAAAA723C7D8A40
01/03/2019,00:05,0,1,1018,432341,0C02040810204081020408000000008000BD13CE652DEAAAAA7D621B0A40
01/03/2019,00:05,0,1,1018,432343,0E0000000000000000000000000000800006514645E62AAAAA607FE2CA40
01/03/2019,00:05,0,1,1018,432345,0BD202040810204081020408102040808160C29B88582AAAAA40C4024A40
01/03/2019,00:05,0,1,1018,432347,0D0000063FA698CA00000000000000800027840236436AAAAA6284CD8A40
01/03/2019,00:05,0,1,1018,432349,0F000000000000000000000000068098DD5C0015FC4C2AAAAA59C8388A40
01/03/2019,00:05,0,1,1018,432351,01141C207BCF242700000000AA0480B4A49683F345002AAAAA564317CA40
01/03/2019,00:05,0,1,1018,432353,03140000000000000000000000000080067D5CB73F0A6AAAAA5C02894A40
01/03/2019,00:05,0,1,1018,432355,05320000000000000007F4D31C6A80AAAABD23D9AEC4AAAAAA6DB6500A40
01/03/2019,00:05,0,1,1018,432357,0095555555555555555555554FE980A63969DFD5FD97EAAAAA7A49930A40
01/03/2019,00:05,0,1,1018,432359,0095555555555555555555554FE980A639E9E7ADF0882AAAAA540DB34A40
01/03/2019,00:06,0,1,1018,432361,02140082D65809F49F4A0000000000800060AEB7C5432AAAAA62F11B8A40
01/03/2019,00:06,0,1,1018,432363,0414010000000070800000000000008000417803803EAAAAAA5BCCB04A40
01/03/2019,00:06,0,1,1018,432365,06000000000000001278FAF8424D00B1DA95500803536AAAAA712FC0CA40
01/03/2019,00:06,0,1,1018,432367,070AD0040000000000000105800780BCF57F820038CAEAAAAA4A971E4A40
01/03/2019,00:06,0,1,1018,432369,080000000000400000000000000800AC00134EF33998EAAAAA660C768A40
01/03/2019,00:06,0,1,1018,432371,0C02040810204081020408000000008000898B1C6B22AAAAAA6C85E58A40
01/03/2019,00:06,0,1,1018,432373,0E0000000000000000000000000000800012F93F3CD36AAAAA5EB9290A40
01/03/2019,00:06,0,1,1018,432375,0BF0020408102040810204081020408081722E704DC82AAAAA511B7E0A40
01/03/2019,00:06,0,1,1018,432377,0D0000073FA698E80000000000000080001C4400A7036AAAAA6022DB0A40
01/03/2019,00:06,0,1,1018,432379,0F000000000000000000000000068098FB58C00CF84C2AAAAA783CBC0A40
01/03/2019,00:06,0,1,1018,432381,01141C207BCF242700000000AA0480B4A4940155C5002AAAAA432DE7CA40
01/03/2019,00:06,0,1,1018,432383,0314000000000000000000000000008006718CB3923BAAAAAA47DC27CA40
01/03/2019,00:06,0,1,1018,432385,05320000000000000007F4D3202A80AAAA848747A313EAAAAA4FF7A2CA40
01/03/2019,00:06,0,1,1018,432387,0095555555555555555555554FE980A640F4A35BB1666AAAAA76CF25CA40
01/03/2019,00:06,0,1,1018,432389,0095555555555555555555554FE980A64170AD5DE935AAAAAA7D10FB8A40
01/03/2019,00:06,0,1,1018,432391,02140082D65809F49F4A00000000008000608D4C7A806AAAAA4627644A40
01/03/2019,00:06,0,1,1018,432393,0414010000000070800000000000008000419E43802FEAAAAA50D0BE4A40
01/03/2019,00:06,0,1,1018,432395,06000000000000001278FAF8424D00B21699800801E4AAAAAA5F59C98A40
01/03/2019,00:06,0,1,1018,432397,090AD09BCF0000000006000000000080003D42001856EAAAAA45BBD4CA40
01/03/2019,00:06,0,1,1018,432399,0A0020B001779E0000000000000000878EA6AAF9B97DAAAAAA6EC3500A40
01/03/2019,00:06,0,1,1018,432401,0C0204081020408102040800000000800086868ED9F2EAAAAA4C580BCA40
01/03/2019,00:06,0,1,1018,432403,0E0000000000000000000000000000800004A2C64C346AAAAA7BE075CA40
01/03/2019,00:06,0,1,1018,432405,0B0E0204081020408102040810204080815E0822D8842AAAAA53255E0A40
01/03/2019,00:06,0,1,1018,432407,0D0000033FA699060000000000000080001F040168436AAAAA4B79BF8A40
01/03/2019,00:06,0,1,1018,432409,0F00000000000000000000000006809919508007084C2AAAAA6D9BFECA40
01/03/2019,00:06,0,1,1018,432411,01141C207BCF242700000000AA0480B4A4B4407C05002AAAAA4C120FCA40
01/03/2019,00:06,0,1,1018,432413,031400000000000000000000000000800679152FBCD2AAAAAA7767988A40
01/03/2019,00:06,0,1,1018,432415,05320000000000000007F4D323EA80AAAA9DB0856CAAEAAAAA7211490A40
01/03/2019,00:06,0,1,1018,432417,0095555555555555555555554FE980A6486193DB01206AAAAA5C5F81CA40
01/03/2019,00:06,0,1,1018,432419,0095555555555555555555554FE980A648C210D9A0C02AAAAA475CFF8A40
01/03/2019,00:07,0,1,1018,432421,02140082D65809F49F4A00000000008000608E730EC2AAAAAA4B19EC8A40
01/03/2019,00:07,0,1,1018,432423,041401000000007080000000000000800041C843802CAAAAAA777CD7CA40
01/03/2019,00:07,0,1,1018,432425,06000000000000001278FAF8424D00B2529E2C08031B2AAAAA79FBD4CA40
01/03/2019,00:07,0,1,1018,432427,070AD0100000000000000105800D80BCF57DC2003E15EAAAAA413999CA40
01/03/2019,00:07,0,1,1018,432429,080000000000A00000000000000800AC00307B2EACCEEAAAAA6FADFB0A40
01/03/2019,00:07,0,1,1018,432431,0C02040810204081020408000000008000A24B2D12D3EAAAAA62F5240A40
01/03/2019,00:07,0,1,1018,432433,0E0000000000000000000000000000800037398FF574EAAAAA67D74C8A40
01/03/2019,00:07,0,1,1018,432435,0B2C02040810204081020408102040808143A4AF62102AAAAA4EA1BD4A40
01/03/2019,00:07,0,1,1018,432437,0D0000023FA6992400000000000000800031C40200C4EAAAAA59E2544A40
01/03/2019,00:07,0,1,1018,432439,0F000000000000000000000000068099377C800C1C342AAAAA654CD1CA40
01/03/2019,00:07,0,1,1018,432441,01141C207BCF242700000000AA0480B4A4BAC038C5002AAAAA76DE9E8A40
01/03/2019,00:07,0,1,1018,432443,03140000000000000000000000000080065F4A009A62AAAAAA692F590A40
01/03/2019,00:07,0,1,1018,432445,05320000000000000007F4D327AA80AAAA9AEA71506CEAAAAA6C1B508A40
01/03/2019,00:07,0,1,1018,432447,0095555555555555555555554FE980A64FDB2CD875AE6AAAAA645EA64A40
01/03/2019,00:07,0,1,1018,432449,0095555555555555555555554FE980A65064C1445853EAAAAA5652EC8A40
01/03/2019,00:07,0,1,1018,432451,02140082D65809F49F4A0000000000800060BED632426AAAAA5FB2A78A40
01/03/2019,00:07,0,1,1018,432453,04140100000000708000000000000080004001C3800FEAAAAA573AA5CA40
01/03/2019,00:07,0,1,1018,432455,06000000000000001278FAF8424D00B28E88040802B2EAAAAA74D63D4A40
01/03/2019,00:07,0,1,1018,432457,090AD0FBCF000000000C000000000080000802001EDA2AAAAA79A1354A40
01/03/2019,00:07,0,1,1018,432459,0A0020B000379E0000000000000000878E904B54F1C82AAAAA4B8A37CA40
01/03/2019,00:07,0,1,1018,432461,0C020408102040810204080000000080008214A0AC482AAAAA597BF94A40
01/03/2019,00:07,0,1,1018,432463,0E0000000000000000000000000000800000DF8650EB6AAAAA53FA7E0A40
01/03/2019,00:07,0,1,1018,432465,0B4A0204081020408102040810204080817EB0A15A782AAAAA74FB510A40
01/03/2019,00:07,0,1,1018,432467,0D0000003FA6994200000000000000800018040317C4EAAAAA50989E4A40
01/03/2019,00:07,0,1,1018,432469,0F000000000000000000000000068099557EC01028342AAAAA4A5109CA40
01/03/2019,00:07,0,1,1018,432471,01141C207BCF242700000000AA0480B4A4B283F045002AAAAA68D3980A40
01/03/2019,00:07,0,1,1018,432473,03140000000000000000000000000080064D2C64B9F3AAAAAA7D51BB4A40
01/03/2019,00:07,0,1,1018,432475,05320000000000000007F4D32B6A80AAAA95B34379EDEAAAAA714C628A40
01/03/2019,00:07,0,1,1018,432477,0095555555555555555555554FE980A65766247A4713AAAAAA5D3CB14A40
01/03/2019,00:07,0,1,1018,432479,0095555555555555555555554FE980A657DD4C971D626AAAAA7B85120A40
01/03/2019,00:08,0,1,1018,432481,02140082D65809F49F4A000000000080006129E488C2EAAAAA5DE825CA40
01/03/2019,00:08,0,1,1018,432483,0414010000000070800000000000008000445FC08012AAAAAA47E10B4A40
01/03/2019,00:08,0,1,1018,432485,06000000000000001278FAF8424D00B2CA99942000306AAAAA6921AF4A40
01/03/2019,00:08,0,1,1018,432487,070AD01C0000000000000105800380BCF54E038002B36AAAAA7313A24A40
01/03/2019,00:08,0,1,1018,432489,080000000001000000000000000800AC002CDA0A10A82AAAAA52361C0A40
01/03/2019,00:08,0,1,1018,432491,0C020408102040810204080000000080008B00F0ED77EAAAAA6EB46B8A40
01/03/2019,00:08,0,1,1018,432493,0E000000000000000000000000000080000C92DA815EAAAAAA4CFFD08A40
01/03/2019,00:08,0,1,1018,432495,0B68020408102040810204081020408081715B17E61C2AAAAA4BE17F0A40
01/03/2019,00:08,0,1,1018,432497,0D0000053FA699600000000000000080001284039704EAAAAA5A945D8A40
01/03/2019,00:08,0,1,1018,432499,0F000000000000000000000000068099735F403F04342AAAAA5705AF4A40
01/03/2019,00:08,0,1,1018,432501,01141C207BCF242700000000AA0480B4A4AA43CC85002AAAAA4DE9F74A40
01/03/2019,00:08,0,1,1018,432503,031400000000000000000000000000800648B200ADD5AAAAAA61DEB2CA40
